scenario,message_size,invocation_rate,invocation_index,end_to_end_latency_ms,publisher_processing_latency_ms
Large Message (0.1 rps),large,0.1_rps,1,60.202,9.856
Large Message (0.1 rps),large,0.1_rps,2,66.064,8.386
Large Message (0.1 rps),large,0.1_rps,3,61.258,9.303
Large Message (0.1 rps),large,0.1_rps,4,69.055,9.866
Large Message (0.1 rps),large,0.1_rps,5,70.389,9.737
Large Message (0.1 rps),large,0.1_rps,6,67.189,9.148
Large Message (0.1 rps),large,0.1_rps,7,69.455,10.561
Large Message (0.1 rps),large,0.1_rps,8,59.474,9.331000000000001
Large Message (0.1 rps),large,0.1_rps,9,66.86,8.703000000000001
Large Message (0.1 rps),large,0.1_rps,10,66.809,8.697999999999999
Large Message (0.1 rps),large,0.1_rps,11,74.35600000000001,9.690000000000001
Large Message (0.1 rps),large,0.1_rps,12,68.80600000000001,9.14
Large Message (0.1 rps),large,0.1_rps,13,60.501,9.581
Large Message (0.1 rps),large,0.1_rps,14,80.019,10.548
Large Message (0.1 rps),large,0.1_rps,15,69.508,8.6
Large Message (0.1 rps),large,0.1_rps,16,66.01,10.155000000000001
Large Message (0.1 rps),large,0.1_rps,17,70.95899999999999,9.809
Large Message (0.1 rps),large,0.1_rps,18,60.833,9.887
Large Message (0.1 rps),large,0.1_rps,19,72.94200000000001,9.979
Large Message (0.1 rps),large,0.1_rps,20,68.993,10.327
Large Message (0.1 rps),large,0.1_rps,21,65.72200000000001,9.132
Large Message (0.1 rps),large,0.1_rps,22,67.378,8.689
Large Message (0.1 rps),large,0.1_rps,23,67.951,10.208
Large Message (0.1 rps),large,0.1_rps,24,87.354,6.978
Large Message (0.1 rps),large,0.1_rps,25,72.419,9.754000000000001
Large Message (0.1 rps),large,0.1_rps,26,66.09700000000001,9.68
Large Message (0.1 rps),large,0.1_rps,27,63.32599999999999,9.625
Large Message (0.1 rps),large,0.1_rps,28,67.496,11.987
Large Message (0.1 rps),large,0.1_rps,29,60.931,9.947
Large Message (0.1 rps),large,0.1_rps,30,70.23899999999999,9.447000000000001
Large Message (0.1 rps),large,0.1_rps,31,69.717,9.542
Large Message (0.1 rps),large,0.1_rps,32,87.946,11.988
Large Message (0.1 rps),large,0.1_rps,33,68.455,10.907
Large Message (0.1 rps),large,0.1_rps,34,63.168,9.552
Large Message (0.1 rps),large,0.1_rps,35,69.507,10.123999999999999
Large Message (0.1 rps),large,0.1_rps,36,68.08699999999999,9.637
Large Message (0.1 rps),large,0.1_rps,37,70.31800000000001,9.034
Large Message (0.1 rps),large,0.1_rps,38,68.203,9.915999999999999
Large Message (0.1 rps),large,0.1_rps,39,70.323,8.55
Large Message (0.1 rps),large,0.1_rps,40,54.9,9.858
Large Message (0.1 rps),large,0.1_rps,41,83.107,9.648
Large Message (0.1 rps),large,0.1_rps,42,76.822,12.73
Large Message (0.1 rps),large,0.1_rps,43,69.64099999999999,8.651000000000002
Large Message (0.1 rps),large,0.1_rps,44,71.02799999999999,9.195
Large Message (0.1 rps),large,0.1_rps,45,67.827,10.682
Large Message (0.1 rps),large,0.1_rps,46,70.602,9.737
Large Message (0.1 rps),large,0.1_rps,47,71.145,10.739
Large Message (0.1 rps),large,0.1_rps,48,80.593,9.202
Large Message (0.1 rps),large,0.1_rps,49,67.69200000000001,9.586
Large Message (0.1 rps),large,0.1_rps,50,60.989000000000004,9.691
Large Message (0.1 rps),large,0.1_rps,51,64.17699999999999,8.722999999999999
Large Message (0.1 rps),large,0.1_rps,52,67.915,8.791
Large Message (0.1 rps),large,0.1_rps,53,78.13000000000001,9.408
Large Message (0.1 rps),large,0.1_rps,54,68.084,8.964
Large Message (0.1 rps),large,0.1_rps,55,70.37899999999999,9.471
Large Message (0.1 rps),large,0.1_rps,56,64.262,9.672
Large Message (0.1 rps),large,0.1_rps,57,64.586,11.105
Large Message (0.1 rps),large,0.1_rps,58,69.509,8.776000000000002
Large Message (0.1 rps),large,0.1_rps,59,64.99499999999999,9.103
Large Message (0.1 rps),large,0.1_rps,60,68.542,8.642000000000001
Large Message (0.1 rps),large,0.1_rps,61,62.532000000000004,9.804
Large Message (0.1 rps),large,0.1_rps,62,72.619,9.495999999999999
Large Message (0.1 rps),large,0.1_rps,63,67.32100000000001,8.767000000000001
Large Message (0.1 rps),large,0.1_rps,64,69.725,8.59
Large Message (0.1 rps),large,0.1_rps,65,72.37599999999999,9.718
Large Message (0.1 rps),large,0.1_rps,66,65.199,9.789000000000001
Large Message (0.1 rps),large,0.1_rps,67,74.317,8.913
Large Message (0.1 rps),large,0.1_rps,68,72.76,10.028
Large Message (0.1 rps),large,0.1_rps,69,67.551,10.564
Large Message (0.1 rps),large,0.1_rps,70,66.716,8.551
Large Message (0.1 rps),large,0.1_rps,71,64.357,9.381
Large Message (0.1 rps),large,0.1_rps,72,70.538,7.688000000000001
Large Message (0.1 rps),large,0.1_rps,73,73.59,9.963
Large Message (0.1 rps),large,0.1_rps,74,52.262,9.475000000000001
Large Message (0.1 rps),large,0.1_rps,75,68.036,9.932
Large Message (0.1 rps),large,0.1_rps,76,66.641,9.68
Large Message (0.1 rps),large,0.1_rps,77,71.15,9.783
Large Message (0.1 rps),large,0.1_rps,78,71.422,8.402
Large Message (0.1 rps),large,0.1_rps,79,66.37,8.497
Large Message (0.1 rps),large,0.1_rps,80,57.761,9.571
Large Message (0.1 rps),large,0.1_rps,81,68.744,9.946
Large Message (0.1 rps),large,0.1_rps,82,69.20400000000001,9.844999999999999
Large Message (0.1 rps),large,0.1_rps,83,84.194,16.596
Large Message (0.1 rps),large,0.1_rps,84,76.178,9.631
Large Message (0.1 rps),large,0.1_rps,85,75.974,11.165
Large Message (0.1 rps),large,0.1_rps,86,71.659,9.068
Large Message (0.1 rps),large,0.1_rps,87,81.363,9.714
Large Message (0.1 rps),large,0.1_rps,88,88.193,9.436
Large Message (0.1 rps),large,0.1_rps,89,64.701,8.65
Large Message (0.1 rps),large,0.1_rps,90,62.946000000000005,9.561
Large Message (0.1 rps),large,0.1_rps,91,68.748,8.399000000000001
Large Message (0.1 rps),large,0.1_rps,92,63.812999999999995,9.977
Large Message (0.1 rps),large,0.1_rps,93,69.91600000000001,9.629999999999999
Large Message (0.1 rps),large,0.1_rps,94,75.578,8.614
Large Message (0.1 rps),large,0.1_rps,95,101.263,13.126999999999999
Large Message (0.1 rps),large,0.1_rps,96,100.93,17.319000000000003
Large Message (0.1 rps),large,0.1_rps,97,66.378,9.495999999999999
Large Message (0.1 rps),large,0.1_rps,98,75.132,9.878
Large Message (0.1 rps),large,0.1_rps,99,76.318,10.066
Large Message (0.1 rps),large,0.1_rps,100,63.714000000000006,12.274999999999999
Large Message (0.1 rps),large,0.1_rps,101,70.76599999999999,9.475000000000001
Large Message (0.1 rps),large,0.1_rps,102,70.62,10.414
Large Message (0.1 rps),large,0.1_rps,103,78.985,9.018
Large Message (0.1 rps),large,0.1_rps,104,73.691,9.695
Large Message (0.1 rps),large,0.1_rps,105,69.794,9.869
Large Message (0.1 rps),large,0.1_rps,106,94.055,10.187
Large Message (0.1 rps),large,0.1_rps,107,70.146,10.786
Large Message (0.1 rps),large,0.1_rps,108,74.546,9.245
Large Message (0.1 rps),large,0.1_rps,109,66.969,9.705
Large Message (0.1 rps),large,0.1_rps,110,70.58300000000001,9.299
Large Message (0.1 rps),large,0.1_rps,111,88.445,9.947
Large Message (0.1 rps),large,0.1_rps,112,67.891,10.218
Large Message (0.1 rps),large,0.1_rps,113,78.40700000000001,9.216999999999999
Large Message (0.1 rps),large,0.1_rps,114,71.685,9.62
Large Message (0.1 rps),large,0.1_rps,115,60.789,9.871
Large Message (0.1 rps),large,0.1_rps,116,59.522999999999996,9.788
Large Message (0.1 rps),large,0.1_rps,117,75.146,10.47
Large Message (0.1 rps),large,0.1_rps,118,62.675,9.668
Large Message (0.1 rps),large,0.1_rps,119,64.564,10.191
Large Message (0.1 rps),large,0.1_rps,120,70.585,8.754
Large Message (0.1 rps),large,0.1_rps,121,62.50899999999999,9.997
Large Message (0.1 rps),large,0.1_rps,122,73.31899999999999,9.783
Large Message (0.1 rps),large,0.1_rps,123,100.595,30.355
Large Message (0.1 rps),large,0.1_rps,124,68.149,8.625
Large Message (0.1 rps),large,0.1_rps,125,68.76599999999999,10.228
Large Message (0.1 rps),large,0.1_rps,126,61.307,9.115
Large Message (0.1 rps),large,0.1_rps,127,63.50899999999999,9.349
Large Message (0.1 rps),large,0.1_rps,128,69.54100000000001,8.940999999999999
Large Message (0.1 rps),large,0.1_rps,129,72.242,10.237
Large Message (0.1 rps),large,0.1_rps,130,69.438,9.646
Large Message (0.1 rps),large,0.1_rps,131,70.492,8.619
Large Message (0.1 rps),large,0.1_rps,132,73.404,10.120000000000001
Large Message (0.1 rps),large,0.1_rps,133,70.415,8.612
Large Message (0.1 rps),large,0.1_rps,134,69.506,9.808000000000002
Large Message (0.1 rps),large,0.1_rps,135,69.637,9.452
Large Message (0.1 rps),large,0.1_rps,136,69.88600000000001,9.188
Large Message (0.1 rps),large,0.1_rps,137,62.91,9.521999999999998
Large Message (0.1 rps),large,0.1_rps,138,58.160000000000004,9.235
Large Message (0.1 rps),large,0.1_rps,139,65.258,10.549
Large Message (0.1 rps),large,0.1_rps,140,65.078,8.524000000000001
Large Message (0.1 rps),large,0.1_rps,141,68.078,10.366999999999999
Large Message (0.1 rps),large,0.1_rps,142,71.302,9.443999999999999
Large Message (0.1 rps),large,0.1_rps,143,120.73599999999999,12.355
Large Message (0.1 rps),large,0.1_rps,144,68.68100000000001,9.554
Large Message (0.1 rps),large,0.1_rps,145,61.966,8.784
Large Message (0.1 rps),large,0.1_rps,146,69.235,9.728
Large Message (0.1 rps),large,0.1_rps,147,71.73400000000001,10.274000000000001
Large Message (0.1 rps),large,0.1_rps,148,68.29,10.382000000000001
Large Message (0.1 rps),large,0.1_rps,149,53.943999999999996,10.075000000000001
Large Message (0.1 rps),large,0.1_rps,150,87.574,16.793
Large Message (0.1 rps),large,0.1_rps,151,65.973,10.876
Large Message (0.1 rps),large,0.1_rps,152,92.14999999999999,8.725
Large Message (0.1 rps),large,0.1_rps,153,60.79,10.426
Large Message (0.1 rps),large,0.1_rps,154,69.167,9.866
Large Message (0.1 rps),large,0.1_rps,155,63.732,8.929
Large Message (0.1 rps),large,0.1_rps,156,61.619,9.331000000000001
Large Message (0.1 rps),large,0.1_rps,157,68.247,9.644
Large Message (0.1 rps),large,0.1_rps,158,60.125,8.989
Large Message (0.1 rps),large,0.1_rps,159,62.175000000000004,9.686
Large Message (0.1 rps),large,0.1_rps,160,61.693999999999996,8.749
